Gender,weightkg,stature,bodyheight
Male,103.6,18.07,711.4159
Male,77.7,17.05,671.2585
Male,108.0,19.55,769.6835
Male,84.0,17.3,681.101
Male,96.4,17.74,698.4237999999999
Male,70.7,17.24,678.7387999999999
Male,70.5,17.05,671.2585
Male,85.1,18.38,723.6206
Male,86.5,17.06,671.6521999999999
Male,97.2,18.09,712.2032999999999
Male,82.2,17.73,698.0301
Male,84.2,17.34,682.6758
Male,72.3,17.48,688.1876
Male,89.6,16.51,649.9987
Male,75.5,17.24,678.7387999999999
Male,73.2,18.6,732.282
Male,70.1,17.15,675.1954999999999
Male,78.3,17.57,691.7309
Male,116.4,19.16,754.3291999999999
Male,79.9,18.47,727.1638999999999
Male,90.8,18.55,730.3135
Male,67.7,17.18,676.3765999999999
Male,85.8,16.41,646.0617
Male,85.2,18.33,721.6520999999999
Male,103.3,17.84,702.3607999999999
Male,103.4,17.7,696.8489999999999
Male,72.5,17.02,670.0773999999999
Male,71.1,18.0,708.66
Male,67.8,17.15,675.1954999999999
Male,78.2,18.42,725.1954000000001
Male,90.9,17.1,673.227
Male,84.0,17.53,690.1561
Male,108.6,19.35,761.8095
Male,75.8,17.38,684.2506
Male,83.3,17.7,696.8489999999999
Male,87.0,17.2,677.1639999999999
Male,72.8,16.73,658.6600999999999
Male,110.9,17.15,675.1954999999999
Male,94.5,18.22,717.3213999999999
Male,114.1,19.13,753.1480999999999
Male,90.7,17.56,691.3371999999999
Male,84.6,17.35,683.0695000000001
Male,81.8,17.26,679.5262
Male,86.9,17.16,675.5892
Male,68.2,17.17,675.9829
Male,68.0,17.18,676.3765999999999
Male,94.7,17.47,687.7938999999999
Male,47.4,15.67,616.9278999999999
Male,115.8,18.94,745.6678
Male,72.9,17.38,684.2506
Male,107.8,18.62,733.0694
Male,54.0,16.54,651.1797999999999
Male,85.4,16.37,644.4869
Male,87.1,17.38,684.2506
Male,107.1,18.13,713.7780999999999
Male,79.1,17.38,684.2506
Male,109.6,18.15,714.5654999999999
Male,115.0,17.36,683.4631999999999
Male,86.6,16.89,664.9593
Male,75.6,17.4,685.0379999999999
Male,83.4,17.82,701.5734
Male,81.2,17.84,702.3607999999999
Male,84.5,16.47,648.4238999999999
Male,94.1,17.4,685.0379999999999
Male,64.4,16.64,655.1168
Male,112.4,18.05,710.6285
Male,90.7,17.45,687.0065
Male,71.8,16.05,631.8885
Male,97.1,18.3,720.471
Male,81.3,18.1,712.597
Male,75.5,17.31,681.4946999999999
Male,79.7,18.45,726.3765
Male,64.8,17.75,698.8175
Male,107.9,17.95,706.6914999999999
Male,87.4,16.64,655.1168
Male,98.2,17.52,689.7624
Male,89.3,18.14,714.1718
Male,108.7,18.36,722.8331999999999
Male,77.5,16.28,640.9436
Male,80.1,16.4,645.6679999999999
Male,87.4,17.28,680.3136
Male,56.8,16.06,632.2821999999999
Male,117.4,18.61,732.6756999999999
Male,86.3,17.61,693.3056999999999
Male,97.0,17.54,690.5497999999999
Male,77.9,17.41,685.4317
Male,55.6,16.57,652.3609
Male,53.3,16.6,653.542
Male,93.3,16.78,660.6286
Male,86.6,17.35,683.0695000000001
Male,109.6,17.5,688.9749999999999
Male,67.6,17.01,669.6837
Male,71.8,17.42,685.8254000000001
Male,91.6,18.18,715.7466
Male,87.1,17.85,702.7545
Male,70.1,16.66,655.9042
Male,111.5,17.81,701.1796999999999
Male,108.4,18.02,709.4473999999999
Male,63.7,16.69,657.0853
Male,96.4,18.37,723.2269
Male,105.4,18.81,740.5496999999999
Male,88.7,17.82,701.5734
Male,114.5,19.0,748.03
Male,89.0,17.55,690.9435
Male,68.8,17.3,681.101
Male,71.0,16.24,639.3687999999999
Male,102.1,17.55,690.9435
Male,78.4,17.03,670.4711
Male,110.5,17.62,693.6994
Male,81.9,17.2,677.1639999999999
Male,87.1,17.11,673.6206999999999
Male,86.9,19.27,758.6598999999999
Male,77.5,17.84,702.3607999999999
Male,109.8,18.35,722.4395
Male,96.5,18.23,717.7151
Male,67.4,16.4,645.6679999999999
Male,102.6,17.04,670.8648
Male,60.1,17.3,681.101
Male,67.6,16.56,651.9671999999999
Male,86.7,16.68,656.6916
Male,82.6,16.35,643.6995000000001
Male,86.2,18.61,732.6756999999999
Male,82.1,16.67,656.2979
Male,67.5,17.6,692.912
Male,86.0,17.52,689.7624
Male,95.4,18.86,742.5182
Male,97.0,17.29,680.7072999999999
Male,89.5,17.9,704.7229999999998
Male,101.6,17.45,687.0065
Male,75.8,16.77,660.2348999999999
Male,71.5,17.25,679.1324999999999
Male,88.4,17.48,688.1876
Male,45.9,16.1,633.857
Male,75.6,17.05,671.2585
Male,99.5,18.33,721.6520999999999
Male,113.8,18.2,716.5339999999999
Male,84.0,17.76,699.2112
Male,111.4,17.91,705.1166999999999
Male,90.2,19.7,775.5889999999999
Male,92.4,18.14,714.1718
Male,86.0,17.82,701.5734
Male,84.2,17.17,675.9829
Male,93.9,18.6,732.282
Male,92.1,17.63,694.0930999999999
Male,72.4,16.24,639.3687999999999
Male,88.6,17.23,678.3451
Male,75.3,16.74,659.0537999999999
Male,85.7,17.44,686.6128
Male,98.0,17.48,688.1876
Male,74.4,18.05,710.6285
Male,68.0,17.75,698.8175
Male,67.7,17.3,681.101
Male,73.5,17.4,685.0379999999999
Male,64.9,17.52,689.7624
Male,76.6,16.73,658.6600999999999
Male,86.0,18.5,728.3449999999999
Male,80.9,18.02,709.4473999999999
Male,80.1,17.27,679.9199
Male,77.3,17.17,675.9829
Male,88.0,16.72,658.2663999999999
Male,90.5,18.5,728.3449999999999
Male,86.6,19.58,770.8645999999999
Male,84.5,17.08,672.4395999999999
Male,120.3,19.23,757.0851
Male,76.9,16.84,662.9907999999999
Male,99.5,17.62,693.6994
Male,105.4,18.69,735.8253
Male,87.2,17.68,696.0616
Male,75.0,16.68,656.6916
Male,86.5,16.58,652.7545999999999
Male,96.2,18.23,717.7151
Male,72.7,18.56,730.7072
Male,78.5,17.92,705.5104
Male,75.2,17.09,672.8332999999999
Male,74.4,17.75,698.8175
Male,81.8,17.12,674.0144
Male,87.3,17.69,696.4553
Male,69.7,16.51,649.9987
Male,82.4,17.7,696.8489999999999
Male,99.9,19.28,759.0536
Male,86.7,17.51,689.3687
Male,72.5,15.97,628.7389
Male,72.8,18.2,716.5339999999999
Male,71.5,18.21,716.9277
Male,127.4,18.13,713.7780999999999
Male,96.1,18.26,718.8962
Male,101.8,16.75,659.4475
Male,86.9,17.22,677.9513999999999
Male,84.0,17.18,676.3765999999999
Male,83.4,17.26,679.5262
Male,73.3,17.67,695.6679
Male,73.5,17.01,669.6837
Male,76.6,17.44,686.6128
Male,85.8,16.8,661.4159999999999
Male,56.0,15.81,622.4397
Male,75.4,17.31,681.4946999999999
Male,94.1,18.25,718.5024999999999
Male,92.0,16.35,643.6995000000001
Male,90.5,17.36,683.4631999999999
Male,102.1,16.92,666.1404
Male,65.0,16.65,655.5104999999999
Male,97.7,18.56,730.7072
Male,113.0,18.74,737.7937999999999
Male,89.4,16.72,658.2663999999999
Male,76.3,18.07,711.4159
Male,124.1,18.92,744.8804
Male,87.6,17.95,706.6914999999999
Male,68.9,17.98,707.8725999999999
Male,73.6,17.21,677.5577
Male,75.9,16.87,664.1719
Male,70.2,17.45,687.0065
Male,101.8,18.36,722.8331999999999
Male,88.7,17.51,689.3687
Male,126.6,18.56,730.7072
Male,84.2,17.02,670.0773999999999
Male,69.9,17.17,675.9829
Male,71.3,17.59,692.5183
Male,109.9,17.89,704.3293
Male,104.2,18.38,723.6206
Male,63.3,16.39,645.2742999999999
Male,92.1,16.74,659.0537999999999
Male,95.5,17.45,687.0065
Male,70.9,16.62,654.3294
Male,77.3,16.74,659.0537999999999
Male,78.1,16.88,664.5655999999999
Male,101.7,17.44,686.6128
Male,102.8,17.73,698.0301
Male,91.0,18.35,722.4395
Male,78.7,17.36,683.4631999999999
Male,78.1,16.68,656.6916
Male,93.1,17.91,705.1166999999999
Male,79.3,18.16,714.9592
Male,81.2,17.81,701.1796999999999
Male,62.1,17.59,692.5183
Male,75.8,16.73,658.6600999999999
Male,74.5,17.34,682.6758
Male,81.9,16.4,645.6679999999999
Male,71.4,16.63,654.7230999999999
Male,86.5,16.46,648.0302
Male,109.1,18.1,712.597
Male,78.0,17.01,669.6837
Male,94.2,18.5,728.3449999999999
Male,83.2,17.64,694.4868
Male,83.8,18.63,733.4630999999999
Male,98.7,17.64,694.4868
Male,95.8,18.11,712.9907
Male,96.2,17.95,706.6914999999999
Male,54.5,15.83,623.2271
Male,77.7,17.68,696.0616
Male,81.9,18.86,742.5182
Male,88.5,16.81,661.8096999999999
Male,79.1,16.98,668.5026
Male,86.8,17.08,672.4395999999999
Male,85.4,16.42,646.4554
Male,100.8,17.89,704.3293
Male,80.7,16.64,655.1168
Male,102.1,18.8,740.156
Male,92.2,17.4,685.0379999999999
Male,65.6,17.1,673.227
Male,86.4,17.38,684.2506
Male,81.2,17.77,699.6048999999999
Male,70.9,16.13,635.0380999999999
Male,87.0,16.49,649.2112999999999
Male,78.0,17.86,703.1482
Male,73.4,17.3,681.101
Male,81.9,17.63,694.0930999999999
Male,61.8,17.68,696.0616
Male,73.2,18.34,722.0458
Male,68.2,17.67,695.6679
Male,91.0,18.44,725.9828
Male,79.5,18.59,731.8883
Male,85.9,17.4,685.0379999999999
Male,69.4,17.04,670.8648
Male,107.5,18.07,711.4159
Male,65.7,17.18,676.3765999999999
Male,69.0,17.5,688.9749999999999
Male,70.0,17.16,675.5892
Male,84.2,17.7,696.8489999999999
Male,94.9,18.65,734.2504999999999
Male,71.5,17.59,692.5183
Male,101.0,19.26,758.2662
Male,70.0,17.05,671.2585
Male,82.5,17.81,701.1796999999999
Male,81.0,17.66,695.2742
Male,80.7,18.14,714.1718
Male,81.9,18.3,720.471
Male,68.4,17.38,684.2506
Male,90.4,18.68,735.4315999999999
Male,90.6,16.68,656.6916
Male,109.4,18.53,729.5261
Male,77.4,15.71,618.5027
Male,90.4,17.23,678.3451
Male,99.2,18.29,720.0772999999999
Male,77.7,16.96,667.7152
Male,62.8,17.27,679.9199
Male,79.1,17.85,702.7545
Male,66.2,16.98,668.5026
Male,86.8,18.45,726.3765
Male,76.8,17.72,697.6363999999999
Male,85.6,17.14,674.8018
Male,94.2,17.72,697.6363999999999
Male,79.9,17.47,687.7938999999999
Male,85.6,17.43,686.2190999999999
Male,89.9,17.66,695.2742
Male,120.4,18.0,708.66
Male,74.4,17.84,702.3607999999999
Male,80.9,17.73,698.0301
Male,73.2,17.27,679.9199
Male,77.8,17.19,676.7703
Male,60.3,18.01,709.0537
Male,72.4,17.81,701.1796999999999
Male,83.0,17.13,674.4080999999999
Male,78.4,17.49,688.5812999999999
Male,66.3,16.19,637.4003
Male,76.0,16.58,652.7545999999999
Male,93.7,18.22,717.3213999999999
Male,93.1,17.3,681.101
Male,75.6,16.61,653.9356999999999
Male,83.3,18.58,731.4945999999999
Male,75.7,17.65,694.8804999999999
Male,100.8,19.52,768.5024
Male,104.2,18.0,708.66
Male,69.2,17.08,672.4395999999999
Male,91.0,17.49,688.5812999999999
Male,86.1,16.49,649.2112999999999
Male,83.5,17.05,671.2585
Male,99.4,18.36,722.8331999999999
Male,64.5,18.25,718.5024999999999
Male,61.3,16.53,650.7861
Male,70.8,17.2,677.1639999999999
Male,88.9,17.08,672.4395999999999
Male,83.6,17.25,679.1324999999999
Male,118.0,18.35,722.4395
Male,85.9,17.28,680.3136
Male,89.2,17.48,688.1876
Male,75.1,18.05,710.6285
Male,77.8,17.35,683.0695000000001
Male,83.1,16.87,664.1719
Male,74.9,17.1,673.227
Male,63.0,17.86,703.1482
Male,88.0,17.51,689.3687
Male,72.2,17.5,688.9749999999999
Male,62.1,17.58,692.1245999999999
Male,75.0,17.85,702.7545
Male,96.9,17.63,694.0930999999999
Male,85.4,17.08,672.4395999999999
Male,90.7,17.63,694.0930999999999
Male,85.8,17.5,688.9749999999999
Male,86.6,17.1,673.227
Male,92.7,18.03,709.8411
Male,91.0,17.25,679.1324999999999
Male,94.2,18.17,715.3529
Male,73.6,17.23,678.3451
Male,66.6,15.98,629.1326
Male,78.4,17.17,675.9829
Male,120.8,17.37,683.8569
Male,99.9,18.14,714.1718
Male,80.4,17.21,677.5577
Male,95.1,18.18,715.7466
Male,88.0,17.35,683.0695000000001
Male,75.7,17.6,692.912
Male,81.9,17.93,705.9041
Male,97.2,17.22,677.9513999999999
Male,94.5,18.5,728.3449999999999
Male,91.2,17.19,676.7703
Male,76.1,17.4,685.0379999999999
Male,90.2,17.31,681.4946999999999
Male,81.3,18.42,725.1954000000001
Male,106.6,18.0,708.66
Male,78.2,17.1,673.227
Male,101.8,18.03,709.8411
Male,81.8,18.0,708.66
Male,84.7,17.44,686.6128
Male,100.5,17.35,683.0695000000001
Male,92.5,17.06,671.6521999999999
Male,65.1,16.87,664.1719
Male,86.7,18.03,709.8411
Male,86.7,18.97,746.8489
Male,91.4,17.68,696.0616
Male,77.1,16.52,650.3924
Male,63.5,17.49,688.5812999999999
Male,87.2,17.72,697.6363999999999
Male,89.4,17.88,703.9355999999999
Male,86.6,18.33,721.6520999999999
Male,82.9,17.6,692.912
Male,60.7,16.62,654.3294
Male,102.9,18.99,747.6362999999999
Male,68.1,17.0,669.29
Male,88.9,19.23,757.0851
Male,71.6,17.82,701.5734
Male,81.6,17.73,698.0301
Male,88.5,17.79,700.3923
Male,86.3,17.18,676.3765999999999
Male,94.2,17.44,686.6128
Male,95.8,17.61,693.3056999999999
Male,62.5,17.22,677.9513999999999
Male,77.2,18.14,714.1718
Male,72.2,17.86,703.1482
Male,97.5,16.59,653.1483
Male,87.9,17.11,673.6206999999999
Male,107.1,16.47,648.4238999999999
Male,87.2,17.1,673.227
Male,74.2,18.05,710.6285
Male,64.9,16.71,657.8727
Male,65.4,17.35,683.0695000000001
Male,87.1,17.58,692.1245999999999
Male,94.2,18.04,710.2348
Male,83.7,17.31,681.4946999999999
Male,74.5,17.79,700.3923
Male,108.7,18.52,729.1324
Male,101.9,17.25,679.1324999999999
Male,90.6,17.68,696.0616
Male,83.1,17.09,672.8332999999999
Male,86.2,17.4,685.0379999999999
Male,101.4,18.36,722.8331999999999
Male,92.6,17.47,687.7938999999999
Male,80.8,17.25,679.1324999999999
Male,97.2,17.45,687.0065
Male,82.3,17.36,683.4631999999999
Male,65.9,18.25,718.5024999999999
Male,87.8,17.42,685.8254000000001
Male,91.8,17.93,705.9041
Male,111.4,17.47,687.7938999999999
Male,74.0,17.43,686.2190999999999
Male,94.9,18.32,721.2583999999999
Male,69.8,17.08,672.4395999999999
Male,96.8,18.02,709.4473999999999
Male,88.3,17.57,691.7309
Male,98.2,18.61,732.6756999999999
Male,79.3,18.0,708.66
Male,91.8,17.08,672.4395999999999
Male,90.0,17.74,698.4237999999999
Male,100.9,17.23,678.3451
Male,62.5,18.28,719.6836
Male,116.1,18.08,711.8095999999999
Male,68.3,16.83,662.5970999999998
Male,65.2,17.36,683.4631999999999
Male,80.8,17.22,677.9513999999999
Male,103.4,17.61,693.3056999999999
Male,107.7,18.14,714.1718
Male,73.7,18.15,714.5654999999999
Male,95.9,18.0,708.66
Male,86.7,18.22,717.3213999999999
Male,77.6,16.54,651.1797999999999
Male,92.7,16.21,638.1877
Male,78.3,17.16,675.5892
Male,86.2,16.44,647.2428
Male,96.0,16.82,662.2034
Male,60.9,16.51,649.9987
Male,90.4,17.04,670.8648
Male,80.3,17.84,702.3607999999999
Male,75.0,16.4,645.6679999999999
Male,70.8,16.88,664.5655999999999
Male,80.3,17.95,706.6914999999999
Male,68.1,18.39,724.0142999999999
Male,84.0,17.1,673.227
Male,92.9,17.3,681.101
Male,97.5,16.69,657.0853
Male,110.8,17.82,701.5734
Male,80.1,17.45,687.0065
Male,86.6,16.55,651.5735
Male,97.9,18.03,709.8411
Male,116.4,17.35,683.0695000000001
Male,97.7,17.29,680.7072999999999
Male,79.3,17.38,684.2506
Male,85.5,17.8,700.786
Male,81.8,18.36,722.8331999999999
Male,92.1,17.22,677.9513999999999
Male,114.0,19.07,750.7859
Male,88.2,16.39,645.2742999999999
Male,87.8,17.84,702.3607999999999
Male,87.4,16.57,652.3609
Male,73.4,17.43,686.2190999999999
Male,99.9,17.63,694.0930999999999
Male,90.2,16.88,664.5655999999999
Male,88.2,17.51,689.3687
Male,85.7,18.08,711.8095999999999
Male,86.2,18.18,715.7466
Male,84.1,16.7,657.4789999999999
Male,108.4,18.93,745.2741
Male,81.6,18.02,709.4473999999999
Male,91.4,16.97,668.1089
Male,93.0,17.22,677.9513999999999
Male,89.7,17.45,687.0065
Male,98.2,17.29,680.7072999999999
Male,82.9,17.4,685.0379999999999
Male,77.1,16.74,659.0537999999999
Male,90.3,17.42,685.8254000000001
Male,88.0,17.77,699.6048999999999
Male,104.3,17.8,700.786
Male,63.3,16.0,629.92
Male,97.3,17.07,672.0459
Male,79.7,17.81,701.1796999999999
Male,72.0,17.65,694.8804999999999
Male,65.9,17.84,702.3607999999999
Male,124.7,18.08,711.8095999999999
Male,82.1,17.02,670.0773999999999
Male,75.9,17.77,699.6048999999999
Male,77.4,17.28,680.3136
Male,77.5,17.46,687.4002
Male,78.5,17.17,675.9829
Male,75.3,18.09,712.2032999999999
Male,87.2,17.42,685.8254000000001
Male,91.8,19.46,766.1401999999999
Male,90.0,17.87,703.5418999999999
Male,82.5,18.25,718.5024999999999
Male,87.7,19.15,753.9354999999999
Male,86.0,18.31,720.8646999999999
Male,93.2,17.98,707.8725999999999
Male,69.9,17.7,696.8489999999999
Male,72.3,17.33,682.2820999999999
Male,70.4,17.06,671.6521999999999
Male,83.7,18.02,709.4473999999999
Male,79.5,17.07,672.0459
Male,122.2,17.36,683.4631999999999
Male,97.4,17.87,703.5418999999999
Male,68.4,16.13,635.0380999999999
Male,58.4,16.38,644.8806
Male,96.1,17.79,700.3923
Male,66.6,17.7,696.8489999999999
Male,93.8,17.34,682.6758
Male,77.6,17.12,674.0144
Male,90.3,18.17,715.3529
Male,60.1,16.18,637.0065999999999
Male,73.2,16.73,658.6600999999999
Male,102.6,17.45,687.0065
Male,67.5,18.36,722.8331999999999
Male,73.8,17.22,677.9513999999999
Male,94.1,17.18,676.3765999999999
Male,75.9,18.24,718.1087999999999
Male,88.7,19.41,764.1717
Male,65.0,18.83,741.3370999999999
Male,74.2,18.38,723.6206
Male,75.6,17.72,697.6363999999999
Male,109.5,17.97,707.4789
Male,66.9,16.99,668.8962999999999
Male,104.5,17.0,669.29
Male,81.7,17.07,672.0459
Male,87.4,18.18,715.7466
Male,69.1,17.08,672.4395999999999
Male,83.6,17.87,703.5418999999999
Male,67.8,17.5,688.9749999999999
Male,95.0,17.42,685.8254000000001
Male,91.5,16.23,638.9751
Male,82.4,17.71,697.2427
Male,81.6,17.24,678.7387999999999
Male,99.6,19.51,768.1087
Male,70.5,17.29,680.7072999999999
Male,59.6,17.19,676.7703
Male,89.9,17.23,678.3451
Male,82.2,16.94,666.9278
Male,79.9,16.91,665.7466999999999
Male,78.6,17.33,682.2820999999999
Male,76.6,16.77,660.2348999999999
Male,66.7,17.58,692.1245999999999
Male,120.9,18.99,747.6362999999999
Male,77.8,17.61,693.3056999999999
Male,74.4,17.16,675.5892
Male,93.1,17.41,685.4317
Male,88.2,17.74,698.4237999999999
Male,84.6,17.14,674.8018
Male,96.1,17.45,687.0065
Male,101.4,17.54,690.5497999999999
Male,85.4,17.27,679.9199
Male,90.5,17.74,698.4237999999999
Male,99.0,17.56,691.3371999999999
Male,82.2,17.56,691.3371999999999
Male,87.6,17.74,698.4237999999999
Male,86.0,16.81,661.8096999999999
Male,85.8,17.02,670.0773999999999
Male,90.9,17.35,683.0695000000001
Male,99.8,17.44,686.6128
Male,91.7,17.32,681.8883999999999
Male,78.8,17.11,673.6206999999999
Male,69.7,16.35,643.6995000000001
Male,80.6,17.06,671.6521999999999
Male,86.1,17.71,697.2427
Male,108.2,17.92,705.5104
Male,94.9,18.31,720.8646999999999
Male,99.3,18.52,729.1324
Male,99.5,18.21,716.9277
Male,101.8,17.54,690.5497999999999
Male,73.9,16.84,662.9907999999999
Male,90.1,17.09,672.8332999999999
Male,97.1,18.26,718.8962
Male,89.7,17.95,706.6914999999999
Male,78.0,17.82,701.5734
Male,99.1,17.69,696.4553
Male,87.2,17.45,687.0065
Male,94.6,18.03,709.8411
Male,90.9,17.35,683.0695000000001
Male,71.7,17.85,702.7545
Male,73.2,16.61,653.9356999999999
Male,107.5,17.84,702.3607999999999
Male,81.3,17.73,698.0301
Male,94.9,17.9,704.7229999999998
Male,84.6,17.25,679.1324999999999
Male,79.5,18.3,720.471
Male,84.4,16.99,668.8962999999999
Male,74.7,17.73,698.0301
Male,73.6,16.9,665.353
Male,86.2,17.74,698.4237999999999
Male,78.4,17.34,682.6758
Male,101.4,18.04,710.2348
Male,71.6,16.55,651.5735
Male,79.6,17.65,694.8804999999999
Male,94.5,17.81,701.1796999999999
Male,85.8,18.71,736.6127
Male,86.7,15.66,616.5341999999999
Male,87.1,17.82,701.5734
Male,95.2,17.37,683.8569
Male,80.0,17.5,688.9749999999999
Male,105.4,19.04,749.6048
Male,84.8,17.85,702.7545
Male,89.5,17.63,694.0930999999999
Male,81.7,17.35,683.0695000000001
Male,90.3,17.27,679.9199
Male,122.3,19.03,749.2111
Male,92.5,17.88,703.9355999999999
Male,105.6,18.21,716.9277
Male,91.4,16.47,648.4238999999999
Male,96.3,18.73,737.4001
Male,79.1,17.56,691.3371999999999
Male,108.3,17.94,706.2978
Male,97.4,17.32,681.8883999999999
Male,84.6,16.78,660.6286
Male,107.4,18.06,711.0221999999999
Male,75.9,16.11,634.2506999999999
Male,112.9,18.9,744.0929999999998
Male,93.3,17.83,701.9670999999998
Male,104.0,18.57,731.1008999999999
Male,91.4,17.74,698.4237999999999
Male,110.7,18.43,725.5890999999999
Male,95.9,17.29,680.7072999999999
Male,106.4,19.4,763.7779999999999
Male,78.8,17.21,677.5577
